method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.813,0.843,0.236,0.147,0.416,0.936,0.000
original-group-0,0.771,0.826,0.300,0.214,0.474,0.898,0.660
original-group-1,0.897,0.807,0.110,0.018,0.110,0.994,0.340
original-delta,-0.126,0.019,0.191,0.196,0.364,-0.096,0.364
original-fair_reg-all,0.700,0.805,0.236,0.425,0.765,0.680,0.000
original-fair_reg-group-0,0.736,0.826,0.300,0.416,0.752,0.728,0.660
original-fair_reg-group-1,0.632,0.808,0.110,0.442,0.835,0.607,0.340
original-fair_reg-delta,0.104,0.018,0.191,-0.026,-0.083,0.122,0.122
original-fair_pp-all,0.794,0.803,0.236,0.134,0.348,0.932,0.000
original-fair_pp-group-0,0.765,0.826,0.300,0.131,0.327,0.953,0.660
original-fair_pp-group-1,0.851,0.807,0.110,0.139,0.459,0.900,0.340
original-fair_pp-delta,-0.087,0.019,0.191,-0.008,-0.132,0.053,0.132
original-fair_adv-all,0.811,0.837,0.236,0.144,0.404,0.936,0.000
original-fair_adv-group-0,0.770,0.826,0.300,0.191,0.435,0.914,0.660
original-fair_adv-group-1,0.889,0.808,0.110,0.054,0.242,0.969,0.340
original-fair_adv-delta,-0.119,0.018,0.191,0.137,0.193,-0.055,0.193
original-fair_resample-all,0.800,0.819,0.236,0.141,0.375,0.931,0.000
original-fair_resample-group-0,0.767,0.824,0.300,0.158,0.374,0.935,0.660
original-fair_resample-group-1,0.865,0.812,0.110,0.109,0.382,0.925,0.340
original-fair_resample-delta,-0.098,0.012,0.191,0.048,-0.008,0.011,0.011
adv-clean-all,0.814,0.843,0.236,0.148,0.419,0.935,0.000
adv-clean-group-0,0.771,0.826,0.300,0.214,0.475,0.898,0.660
adv-clean-group-1,0.896,0.807,0.110,0.020,0.121,0.992,0.340
adv-clean-delta,-0.125,0.019,0.191,0.193,0.354,-0.094,0.354
adv-clean-fair_reg-all,0.705,0.806,0.236,0.421,0.766,0.686,0.000
adv-clean-fair_reg-group-0,0.737,0.826,0.300,0.416,0.754,0.729,0.660
adv-clean-fair_reg-group-1,0.642,0.807,0.110,0.429,0.827,0.620,0.340
adv-clean-fair_reg-delta,0.094,0.019,0.191,-0.013,-0.073,0.110,0.110
adv-clean-fair_pp-all,0.794,0.805,0.236,0.147,0.373,0.923,0.000
adv-clean-fair_pp-group-0,0.767,0.826,0.300,0.144,0.353,0.945,0.660
adv-clean-fair_pp-group-1,0.844,0.807,0.110,0.152,0.481,0.889,0.340
adv-clean-fair_pp-delta,-0.077,0.019,0.191,-0.008,-0.128,0.056,0.128
adv-clean-fair_adv-all,0.811,0.838,0.236,0.146,0.409,0.935,0.000
adv-clean-fair_adv-group-0,0.771,0.826,0.300,0.193,0.440,0.912,0.660
adv-clean-fair_adv-group-1,0.890,0.808,0.110,0.053,0.242,0.970,0.340
adv-clean-fair_adv-delta,-0.119,0.018,0.191,0.140,0.199,-0.057,0.199
adv-clean-fair_resample-all,0.802,0.819,0.236,0.135,0.365,0.936,0.000
adv-clean-fair_resample-group-0,0.768,0.824,0.300,0.151,0.364,0.941,0.660
adv-clean-fair_resample-group-1,0.867,0.810,0.110,0.105,0.374,0.928,0.340
adv-clean-fair_resample-delta,-0.100,0.014,0.191,0.046,-0.010,0.013,0.013
adv-all-all,0.813,0.843,0.236,0.147,0.416,0.936,0.000
adv-all-group-0,0.771,0.826,0.300,0.214,0.474,0.898,0.660
adv-all-group-1,0.897,0.807,0.110,0.018,0.110,0.994,0.340
adv-all-delta,-0.126,0.019,0.191,0.196,0.364,-0.096,0.364
adv-all-fair_reg-all,0.700,0.805,0.236,0.425,0.765,0.680,0.000
adv-all-fair_reg-group-0,0.736,0.826,0.300,0.416,0.752,0.728,0.660
adv-all-fair_reg-group-1,0.632,0.808,0.110,0.442,0.835,0.607,0.340
adv-all-fair_reg-delta,0.104,0.018,0.191,-0.026,-0.083,0.122,0.122
adv-all-fair_pp-all,0.794,0.803,0.236,0.134,0.348,0.932,0.000
adv-all-fair_pp-group-0,0.765,0.826,0.300,0.131,0.327,0.953,0.660
adv-all-fair_pp-group-1,0.851,0.807,0.110,0.139,0.459,0.900,0.340
adv-all-fair_pp-delta,-0.087,0.019,0.191,-0.008,-0.132,0.053,0.132
adv-all-fair_adv-all,0.811,0.837,0.236,0.144,0.404,0.936,0.000
adv-all-fair_adv-group-0,0.770,0.826,0.300,0.191,0.435,0.914,0.660
adv-all-fair_adv-group-1,0.889,0.808,0.110,0.054,0.242,0.969,0.340
adv-all-fair_adv-delta,-0.119,0.018,0.191,0.137,0.193,-0.055,0.193
adv-all-fair_resample-all,0.801,0.818,0.236,0.143,0.382,0.930,0.000
adv-all-fair_resample-group-0,0.768,0.825,0.300,0.161,0.381,0.934,0.660
adv-all-fair_resample-group-1,0.865,0.809,0.110,0.110,0.387,0.924,0.340
adv-all-fair_resample-delta,-0.097,0.016,0.191,0.051,-0.006,0.010,0.010
adv-konstantinov-all,0.813,0.843,0.236,0.147,0.416,0.936,0.400
adv-konstantinov-group-0,0.771,0.826,0.300,0.214,0.474,0.898,0.660
adv-konstantinov-group-1,0.897,0.807,0.110,0.018,0.110,0.994,0.340
adv-konstantinov-delta,-0.126,0.019,0.191,0.196,0.364,-0.096,0.364
adv-konstantinov-fair_reg-all,0.700,0.805,0.236,0.425,0.765,0.680,0.000
adv-konstantinov-fair_reg-group-0,0.736,0.826,0.300,0.416,0.752,0.728,0.660
adv-konstantinov-fair_reg-group-1,0.632,0.808,0.110,0.442,0.835,0.607,0.340
adv-konstantinov-fair_reg-delta,0.104,0.018,0.191,-0.026,-0.083,0.122,0.122
adv-konstantinov-fair_pp-all,0.794,0.803,0.236,0.134,0.348,0.932,0.000
adv-konstantinov-fair_pp-group-0,0.765,0.826,0.300,0.131,0.327,0.953,0.660
adv-konstantinov-fair_pp-group-1,0.851,0.807,0.110,0.139,0.459,0.900,0.340
adv-konstantinov-fair_pp-delta,-0.087,0.019,0.191,-0.008,-0.132,0.053,0.132
adv-konstantinov-fair_adv-all,0.811,0.837,0.236,0.144,0.404,0.936,0.000
adv-konstantinov-fair_adv-group-0,0.770,0.826,0.300,0.191,0.435,0.914,0.660
adv-konstantinov-fair_adv-group-1,0.889,0.808,0.110,0.054,0.242,0.969,0.340
adv-konstantinov-fair_adv-delta,-0.119,0.018,0.191,0.137,0.193,-0.055,0.193
adv-konstantinov-fair_resample-all,0.799,0.818,0.236,0.133,0.355,0.936,0.000
adv-konstantinov-fair_resample-group-0,0.765,0.824,0.300,0.146,0.352,0.942,0.660
adv-konstantinov-fair_resample-group-1,0.866,0.810,0.110,0.107,0.376,0.926,0.340
adv-konstantinov-fair_resample-delta,-0.101,0.014,0.191,0.039,-0.025,0.016,0.025
adv-selected-all,0.813,0.842,0.236,0.146,0.412,0.936,0.667
adv-selected-group-0,0.771,0.825,0.300,0.214,0.474,0.898,0.660
adv-selected-group-1,0.894,0.807,0.110,0.014,0.082,0.994,0.340
adv-selected-delta,-0.123,0.019,0.191,0.199,0.392,-0.096,0.392
adv-selected-fair_reg-all,0.704,0.805,0.236,0.420,0.763,0.686,0.333
adv-selected-fair_reg-group-0,0.737,0.825,0.300,0.413,0.750,0.731,0.660
adv-selected-fair_reg-group-1,0.639,0.807,0.110,0.433,0.830,0.616,0.340
adv-selected-fair_reg-delta,0.098,0.018,0.191,-0.020,-0.080,0.116,0.116
adv-selected-fair_pp-all,0.793,0.803,0.236,0.144,0.366,0.924,0.333
adv-selected-fair_pp-group-0,0.766,0.825,0.300,0.141,0.346,0.947,0.660
adv-selected-fair_pp-group-1,0.844,0.807,0.110,0.150,0.473,0.889,0.340
adv-selected-fair_pp-delta,-0.077,0.019,0.191,-0.009,-0.126,0.057,0.126
adv-selected-fair_adv-all,0.810,0.836,0.236,0.143,0.400,0.936,0.667
adv-selected-fair_adv-group-0,0.770,0.825,0.300,0.188,0.430,0.915,0.660
adv-selected-fair_adv-group-1,0.888,0.807,0.110,0.055,0.239,0.968,0.340
adv-selected-fair_adv-delta,-0.119,0.018,0.191,0.134,0.191,-0.053,0.191
adv-selected-fair_resample-all,0.800,0.818,0.236,0.137,0.365,0.934,0.000
adv-selected-fair_resample-group-0,0.766,0.822,0.300,0.153,0.367,0.938,0.660
adv-selected-fair_resample-group-1,0.865,0.808,0.110,0.105,0.360,0.927,0.340
adv-selected-fair_resample-delta,-0.098,0.014,0.191,0.049,0.007,0.011,0.011
adv-voting-all,0.813,0.843,0.236,0.146,0.412,0.936,0.366
adv-voting-group-0,0.771,0.826,0.300,0.213,0.472,0.899,0.660
adv-voting-group-1,0.894,0.809,0.110,0.016,0.088,0.993,0.340
adv-voting-delta,-0.123,0.017,0.191,0.197,0.384,-0.094,0.384
adv-voting-fair_reg-all,0.701,0.805,0.236,0.423,0.763,0.682,0.382
adv-voting-fair_reg-group-0,0.736,0.826,0.300,0.414,0.750,0.730,0.660
adv-voting-fair_reg-group-1,0.633,0.808,0.110,0.440,0.835,0.608,0.340
adv-voting-fair_reg-delta,0.102,0.018,0.191,-0.026,-0.086,0.121,0.121
adv-voting-fair_pp-all,0.794,0.803,0.236,0.132,0.342,0.933,0.379
adv-voting-fair_pp-group-0,0.764,0.825,0.300,0.128,0.320,0.954,0.660
adv-voting-fair_pp-group-1,0.852,0.808,0.110,0.140,0.462,0.900,0.340
adv-voting-fair_pp-delta,-0.088,0.017,0.191,-0.012,-0.141,0.054,0.141
adv-voting-fair_adv-all,0.810,0.837,0.236,0.140,0.394,0.938,0.399
adv-voting-fair_adv-group-0,0.769,0.826,0.300,0.184,0.422,0.918,0.660
adv-voting-fair_adv-group-1,0.890,0.809,0.110,0.054,0.247,0.970,0.340
adv-voting-fair_adv-delta,-0.121,0.016,0.191,0.130,0.175,-0.052,0.175
adv-voting-fair_resample-all,0.797,0.818,0.236,0.139,0.363,0.930,0.401
adv-voting-fair_resample-group-0,0.764,0.822,0.300,0.151,0.358,0.938,0.660
adv-voting-fair_resample-group-1,0.861,0.809,0.110,0.116,0.393,0.918,0.340
adv-voting-fair_resample-delta,-0.097,0.013,0.191,0.035,-0.035,0.020,0.035
adv-TERM-all,0.808,0.781,0.236,0.085,0.272,0.973,0.000
adv-TERM-group-0,0.766,0.759,0.300,0.128,0.323,0.956,0.660
adv-TERM-group-1,0.891,0.700,0.110,0.001,0.005,1.000,0.340
adv-TERM-delta,-0.125,0.060,0.191,0.127,0.317,-0.044,0.317
adv-TERM-fair_pp-all,0.795,0.732,0.236,0.115,0.309,0.945,0.000
adv-TERM-fair_pp-group-0,0.762,0.759,0.300,0.113,0.292,0.963,0.660
adv-TERM-fair_pp-group-1,0.860,0.746,0.110,0.119,0.404,0.916,0.340
adv-TERM-fair_pp-delta,-0.099,0.013,0.191,-0.005,-0.112,0.047,0.112
adv-TERM-fair_resample-all,0.795,0.705,0.236,0.057,0.186,0.983,0.000
adv-TERM-fair_resample-group-0,0.744,0.698,0.300,0.080,0.207,0.975,0.660
adv-TERM-fair_resample-group-1,0.893,0.690,0.110,0.013,0.074,0.994,0.340
adv-TERM-fair_resample-delta,-0.149,0.008,0.191,0.066,0.133,-0.019,0.133
adv-DRO-fair_reg-all,0.778,0.780,0.236,0.026,0.084,0.991,0.000
adv-DRO-fair_reg-group-0,0.720,0.747,0.300,0.040,0.100,0.986,0.660
adv-DRO-fair_reg-group-1,0.890,0.743,0.110,0.000,0.000,1.000,0.340
adv-DRO-fair_reg-delta,-0.170,0.003,0.191,0.040,0.100,-0.014,0.100
