method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.788,0.860,0.355,0.313,0.642,0.869,0.000
original-group-0,0.765,0.850,0.430,0.415,0.709,0.806,0.523
original-group-1,0.814,0.858,0.272,0.200,0.526,0.922,0.477
original-delta,-0.049,-0.008,0.158,0.215,0.183,-0.115,0.183
original-fair_reg-all,0.753,0.844,0.355,0.445,0.779,0.738,0.000
original-fair_reg-group-0,0.765,0.850,0.430,0.446,0.745,0.780,0.523
original-fair_reg-group-1,0.739,0.858,0.272,0.444,0.837,0.703,0.477
original-fair_reg-delta,0.026,-0.008,0.158,0.001,-0.093,0.077,0.093
original-fair_pp-all,0.773,0.844,0.355,0.302,0.605,0.865,0.000
original-fair_pp-group-0,0.748,0.850,0.430,0.302,0.558,0.891,0.523
original-fair_pp-group-1,0.801,0.858,0.272,0.301,0.687,0.843,0.477
original-fair_pp-delta,-0.053,-0.008,0.158,0.000,-0.130,0.048,0.130
original-fair_adv-all,0.784,0.858,0.355,0.308,0.630,0.869,0.000
original-fair_adv-group-0,0.760,0.850,0.430,0.372,0.654,0.840,0.523
original-fair_adv-group-1,0.810,0.857,0.272,0.238,0.589,0.893,0.477
original-fair_adv-delta,-0.050,-0.007,0.158,0.134,0.065,-0.053,0.065
original-fair_resample-all,0.780,0.853,0.355,0.307,0.623,0.867,0.000
original-fair_resample-group-0,0.756,0.850,0.430,0.343,0.615,0.862,0.523
original-fair_resample-group-1,0.807,0.858,0.272,0.268,0.637,0.871,0.477
original-fair_resample-delta,-0.051,-0.009,0.158,0.076,-0.022,-0.009,0.022
adv-clean-all,0.787,0.860,0.355,0.310,0.637,0.870,0.000
adv-clean-group-0,0.764,0.850,0.430,0.413,0.706,0.808,0.523
adv-clean-group-1,0.813,0.858,0.272,0.197,0.517,0.923,0.477
adv-clean-delta,-0.048,-0.008,0.158,0.216,0.189,-0.114,0.189
adv-clean-fair_reg-all,0.752,0.844,0.355,0.445,0.778,0.738,0.000
adv-clean-fair_reg-group-0,0.765,0.850,0.430,0.446,0.745,0.780,0.523
adv-clean-fair_reg-group-1,0.739,0.858,0.272,0.444,0.837,0.703,0.477
adv-clean-fair_reg-delta,0.026,-0.008,0.158,0.002,-0.092,0.077,0.092
adv-clean-fair_pp-all,0.773,0.845,0.355,0.294,0.595,0.871,0.000
adv-clean-fair_pp-group-0,0.746,0.850,0.430,0.295,0.547,0.896,0.523
adv-clean-fair_pp-group-1,0.803,0.858,0.272,0.294,0.678,0.850,0.477
adv-clean-fair_pp-delta,-0.057,-0.008,0.158,0.001,-0.130,0.046,0.130
adv-clean-fair_adv-all,0.784,0.858,0.355,0.305,0.626,0.871,0.000
adv-clean-fair_adv-group-0,0.760,0.850,0.430,0.369,0.649,0.843,0.523
adv-clean-fair_adv-group-1,0.811,0.857,0.272,0.235,0.585,0.896,0.477
adv-clean-fair_adv-delta,-0.051,-0.007,0.158,0.134,0.064,-0.052,0.064
adv-clean-fair_resample-all,0.780,0.854,0.355,0.302,0.615,0.870,0.000
adv-clean-fair_resample-group-0,0.755,0.850,0.430,0.339,0.609,0.865,0.523
adv-clean-fair_resample-group-1,0.807,0.858,0.272,0.261,0.626,0.875,0.477
adv-clean-fair_resample-delta,-0.053,-0.009,0.158,0.078,-0.017,-0.011,0.017
adv-all-all,0.783,0.858,0.355,0.294,0.608,0.879,0.000
adv-all-group-0,0.759,0.847,0.430,0.396,0.680,0.819,0.523
adv-all-group-1,0.809,0.855,0.272,0.181,0.482,0.931,0.477
adv-all-delta,-0.050,-0.008,0.158,0.215,0.198,-0.113,0.198
adv-all-fair_reg-all,0.744,0.841,0.355,0.462,0.790,0.719,0.000
adv-all-fair_reg-group-0,0.759,0.847,0.430,0.463,0.758,0.760,0.523
adv-all-fair_reg-group-1,0.728,0.855,0.272,0.460,0.845,0.684,0.477
adv-all-fair_reg-delta,0.032,-0.008,0.158,0.003,-0.086,0.076,0.086
adv-all-fair_pp-all,0.772,0.840,0.355,0.303,0.606,0.864,0.000
adv-all-fair_pp-group-0,0.747,0.847,0.430,0.303,0.559,0.890,0.523
adv-all-fair_pp-group-1,0.800,0.855,0.272,0.303,0.688,0.841,0.477
adv-all-fair_pp-delta,-0.052,-0.008,0.158,0.000,-0.130,0.049,0.130
adv-all-fair_adv-all,0.778,0.851,0.355,0.288,0.594,0.880,0.000
adv-all-fair_adv-group-0,0.751,0.848,0.430,0.327,0.591,0.872,0.523
adv-all-fair_adv-group-1,0.808,0.855,0.272,0.246,0.600,0.886,0.477
adv-all-fair_adv-delta,-0.058,-0.007,0.158,0.081,-0.009,-0.015,0.015
adv-all-fair_resample-all,0.776,0.847,0.355,0.290,0.594,0.876,0.000
adv-all-fair_resample-group-0,0.749,0.846,0.430,0.313,0.572,0.883,0.523
adv-all-fair_resample-group-1,0.806,0.855,0.272,0.266,0.631,0.871,0.477
adv-all-fair_resample-delta,-0.057,-0.008,0.158,0.047,-0.060,0.011,0.060
adv-konstantinov-all,0.783,0.858,0.355,0.294,0.608,0.879,0.098
adv-konstantinov-group-0,0.759,0.847,0.430,0.396,0.680,0.819,0.523
adv-konstantinov-group-1,0.809,0.855,0.272,0.181,0.482,0.931,0.477
adv-konstantinov-delta,-0.050,-0.008,0.158,0.215,0.198,-0.113,0.198
adv-konstantinov-fair_reg-all,0.744,0.841,0.355,0.462,0.790,0.719,0.000
adv-konstantinov-fair_reg-group-0,0.759,0.847,0.430,0.463,0.758,0.760,0.523
adv-konstantinov-fair_reg-group-1,0.728,0.855,0.272,0.460,0.845,0.684,0.477
adv-konstantinov-fair_reg-delta,0.032,-0.008,0.158,0.003,-0.086,0.076,0.086
adv-konstantinov-fair_pp-all,0.772,0.840,0.355,0.303,0.606,0.864,0.000
adv-konstantinov-fair_pp-group-0,0.747,0.847,0.430,0.303,0.559,0.890,0.523
adv-konstantinov-fair_pp-group-1,0.800,0.855,0.272,0.303,0.688,0.841,0.477
adv-konstantinov-fair_pp-delta,-0.052,-0.008,0.158,0.000,-0.130,0.049,0.130
adv-konstantinov-fair_adv-all,0.778,0.851,0.355,0.288,0.594,0.880,0.000
adv-konstantinov-fair_adv-group-0,0.751,0.848,0.430,0.327,0.591,0.872,0.523
adv-konstantinov-fair_adv-group-1,0.808,0.855,0.272,0.246,0.600,0.886,0.477
adv-konstantinov-fair_adv-delta,-0.058,-0.007,0.158,0.081,-0.009,-0.015,0.015
adv-konstantinov-fair_resample-all,0.775,0.846,0.355,0.287,0.587,0.879,0.000
adv-konstantinov-fair_resample-group-0,0.747,0.846,0.430,0.310,0.566,0.883,0.523
adv-konstantinov-fair_resample-group-1,0.806,0.855,0.272,0.261,0.624,0.874,0.477
adv-konstantinov-fair_resample-delta,-0.059,-0.009,0.158,0.049,-0.058,0.009,0.058
adv-selected-all,0.785,0.860,0.355,0.293,0.610,0.881,0.000
adv-selected-group-0,0.764,0.850,0.430,0.397,0.687,0.822,0.523
adv-selected-group-1,0.809,0.856,0.272,0.179,0.477,0.933,0.477
adv-selected-delta,-0.045,-0.006,0.158,0.219,0.210,-0.111,0.210
adv-selected-fair_reg-all,0.756,0.843,0.355,0.435,0.768,0.749,0.000
adv-selected-fair_reg-group-0,0.765,0.850,0.430,0.437,0.735,0.788,0.523
adv-selected-fair_reg-group-1,0.746,0.856,0.272,0.432,0.827,0.715,0.477
adv-selected-fair_reg-delta,0.019,-0.006,0.158,0.005,-0.092,0.072,0.092
adv-selected-fair_pp-all,0.770,0.842,0.355,0.257,0.538,0.898,0.115
adv-selected-fair_pp-group-0,0.736,0.850,0.430,0.259,0.494,0.919,0.523
adv-selected-fair_pp-group-1,0.808,0.856,0.272,0.254,0.614,0.880,0.477
adv-selected-fair_pp-delta,-0.072,-0.006,0.158,0.004,-0.121,0.038,0.121
adv-selected-fair_adv-all,0.784,0.858,0.355,0.290,0.604,0.883,0.038
adv-selected-fair_adv-group-0,0.760,0.851,0.430,0.357,0.637,0.854,0.523
adv-selected-fair_adv-group-1,0.811,0.855,0.272,0.215,0.547,0.909,0.477
adv-selected-fair_adv-delta,-0.050,-0.005,0.158,0.142,0.090,-0.055,0.090
adv-selected-fair_resample-all,0.779,0.851,0.355,0.287,0.592,0.881,0.000
adv-selected-fair_resample-group-0,0.751,0.848,0.430,0.324,0.587,0.875,0.523
adv-selected-fair_resample-group-1,0.809,0.855,0.272,0.246,0.601,0.887,0.477
adv-selected-fair_resample-delta,-0.058,-0.006,0.158,0.078,-0.014,-0.012,0.014
adv-voting-all,0.787,0.860,0.355,0.300,0.622,0.877,0.016
adv-voting-group-0,0.766,0.850,0.430,0.410,0.704,0.813,0.523
adv-voting-group-1,0.809,0.855,0.272,0.179,0.479,0.933,0.477
adv-voting-delta,-0.043,-0.005,0.158,0.230,0.225,-0.120,0.225
adv-voting-fair_reg-all,0.753,0.843,0.355,0.442,0.775,0.741,0.013
adv-voting-fair_reg-group-0,0.766,0.851,0.430,0.443,0.742,0.784,0.523
adv-voting-fair_reg-group-1,0.740,0.856,0.272,0.441,0.832,0.705,0.477
adv-voting-fair_reg-delta,0.026,-0.005,0.158,0.002,-0.090,0.079,0.090
adv-voting-fair_pp-all,0.771,0.842,0.355,0.296,0.595,0.869,0.018
adv-voting-fair_pp-group-0,0.745,0.850,0.430,0.293,0.544,0.897,0.523
adv-voting-fair_pp-group-1,0.800,0.855,0.272,0.299,0.683,0.844,0.477
adv-voting-fair_pp-delta,-0.055,-0.005,0.158,-0.007,-0.139,0.053,0.139
adv-voting-fair_adv-all,0.784,0.858,0.355,0.297,0.613,0.878,0.016
adv-voting-fair_adv-group-0,0.761,0.851,0.430,0.368,0.650,0.845,0.523
adv-voting-fair_adv-group-1,0.809,0.855,0.272,0.218,0.550,0.906,0.477
adv-voting-fair_adv-delta,-0.048,-0.004,0.158,0.150,0.100,-0.061,0.100
adv-voting-fair_resample-all,0.780,0.853,0.355,0.296,0.608,0.875,0.017
adv-voting-fair_resample-group-0,0.755,0.850,0.430,0.336,0.606,0.868,0.523
adv-voting-fair_resample-group-1,0.808,0.855,0.272,0.253,0.612,0.882,0.477
adv-voting-fair_resample-delta,-0.053,-0.005,0.158,0.083,-0.006,-0.014,0.014
adv-TERM-all,0.767,0.846,0.355,0.196,0.447,0.943,0.000
adv-TERM-group-0,0.740,0.837,0.430,0.270,0.513,0.912,0.523
adv-TERM-group-1,0.796,0.841,0.272,0.114,0.333,0.968,0.477
adv-TERM-delta,-0.055,-0.004,0.158,0.157,0.179,-0.056,0.179
adv-TERM-fair_pp-all,0.769,0.829,0.355,0.273,0.559,0.885,0.000
adv-TERM-fair_pp-group-0,0.741,0.837,0.430,0.273,0.517,0.911,0.523
adv-TERM-fair_pp-group-1,0.799,0.842,0.272,0.272,0.631,0.863,0.477
adv-TERM-fair_pp-delta,-0.058,-0.005,0.158,0.002,-0.114,0.048,0.114
adv-TERM-fair_resample-all,0.753,0.819,0.355,0.180,0.406,0.944,0.000
adv-TERM-fair_resample-group-0,0.707,0.819,0.430,0.193,0.384,0.951,0.523
adv-TERM-fair_resample-group-1,0.804,0.832,0.272,0.166,0.443,0.938,0.477
adv-TERM-fair_resample-delta,-0.097,-0.013,0.158,0.028,-0.059,0.012,0.059
adv-DRO-fair_reg-all,0.705,0.790,0.355,0.109,0.237,0.961,0.000
adv-DRO-fair_reg-group-0,0.652,0.805,0.430,0.120,0.235,0.968,0.523
adv-DRO-fair_reg-group-1,0.762,0.786,0.272,0.098,0.242,0.956,0.477
adv-DRO-fair_reg-delta,-0.109,0.019,0.158,0.022,-0.007,0.011,0.011
