method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.788,0.860,0.355,0.313,0.642,0.869,0.000
original-group-0,0.765,0.850,0.430,0.415,0.709,0.806,0.523
original-group-1,0.814,0.858,0.272,0.200,0.526,0.922,0.477
original-delta,-0.049,-0.008,0.158,0.215,0.183,-0.115,0.183
original-fair_reg-all,0.753,0.844,0.355,0.445,0.779,0.738,0.000
original-fair_reg-group-0,0.765,0.850,0.430,0.446,0.745,0.780,0.523
original-fair_reg-group-1,0.739,0.858,0.272,0.444,0.837,0.703,0.477
original-fair_reg-delta,0.026,-0.008,0.158,0.001,-0.093,0.077,0.093
original-fair_pp-all,0.773,0.844,0.355,0.302,0.605,0.865,0.000
original-fair_pp-group-0,0.748,0.850,0.430,0.302,0.558,0.891,0.523
original-fair_pp-group-1,0.801,0.858,0.272,0.301,0.687,0.843,0.477
original-fair_pp-delta,-0.053,-0.008,0.158,0.000,-0.130,0.048,0.130
original-fair_adv-all,0.784,0.858,0.355,0.308,0.630,0.869,0.000
original-fair_adv-group-0,0.760,0.850,0.430,0.372,0.654,0.840,0.523
original-fair_adv-group-1,0.810,0.857,0.272,0.238,0.589,0.893,0.477
original-fair_adv-delta,-0.050,-0.007,0.158,0.134,0.065,-0.053,0.065
original-fair_resample-all,0.780,0.853,0.355,0.307,0.623,0.867,0.000
original-fair_resample-group-0,0.756,0.850,0.430,0.343,0.615,0.862,0.523
original-fair_resample-group-1,0.807,0.858,0.272,0.268,0.637,0.871,0.477
original-fair_resample-delta,-0.051,-0.009,0.158,0.076,-0.022,-0.009,0.022
adv-clean-all,0.788,0.860,0.355,0.315,0.645,0.866,0.000
adv-clean-group-0,0.765,0.850,0.430,0.417,0.712,0.805,0.523
adv-clean-group-1,0.813,0.858,0.272,0.203,0.530,0.919,0.477
adv-clean-delta,-0.048,-0.008,0.158,0.214,0.182,-0.114,0.182
adv-clean-fair_reg-all,0.752,0.844,0.355,0.447,0.781,0.737,0.000
adv-clean-fair_reg-group-0,0.765,0.850,0.430,0.448,0.748,0.778,0.523
adv-clean-fair_reg-group-1,0.739,0.858,0.272,0.445,0.838,0.702,0.477
adv-clean-fair_reg-delta,0.026,-0.008,0.158,0.003,-0.090,0.076,0.090
adv-clean-fair_pp-all,0.773,0.845,0.355,0.301,0.604,0.866,0.000
adv-clean-fair_pp-group-0,0.747,0.850,0.430,0.302,0.556,0.891,0.523
adv-clean-fair_pp-group-1,0.802,0.858,0.272,0.300,0.687,0.844,0.477
adv-clean-fair_pp-delta,-0.055,-0.008,0.158,0.001,-0.131,0.046,0.131
adv-clean-fair_adv-all,0.784,0.858,0.355,0.312,0.634,0.866,0.000
adv-clean-fair_adv-group-0,0.760,0.850,0.430,0.375,0.656,0.838,0.523
adv-clean-fair_adv-group-1,0.810,0.857,0.272,0.243,0.596,0.889,0.477
adv-clean-fair_adv-delta,-0.050,-0.007,0.158,0.132,0.060,-0.051,0.060
adv-clean-fair_resample-all,0.779,0.852,0.355,0.310,0.625,0.864,0.000
adv-clean-fair_resample-group-0,0.754,0.849,0.430,0.342,0.612,0.861,0.523
adv-clean-fair_resample-group-1,0.806,0.858,0.272,0.274,0.646,0.866,0.477
adv-clean-fair_resample-delta,-0.052,-0.009,0.158,0.069,-0.034,-0.004,0.034
adv-all-all,0.763,0.832,0.355,0.310,0.603,0.850,0.000
adv-all-group-0,0.741,0.845,0.430,0.292,0.538,0.894,0.523
adv-all-group-1,0.787,0.852,0.272,0.331,0.716,0.813,0.477
adv-all-delta,-0.046,-0.007,0.158,-0.039,-0.179,0.081,0.179
adv-all-fair_reg-all,0.768,0.854,0.355,0.441,0.794,0.753,0.000
adv-all-fair_reg-group-0,0.751,0.844,0.430,0.537,0.835,0.688,0.523
adv-all-fair_reg-group-1,0.785,0.852,0.272,0.336,0.723,0.809,0.477
adv-all-fair_reg-delta,-0.034,-0.008,0.158,0.201,0.111,-0.120,0.120
adv-all-fair_pp-all,0.782,0.855,0.355,0.323,0.648,0.856,0.000
adv-all-fair_pp-group-0,0.760,0.845,0.430,0.407,0.694,0.810,0.523
adv-all-fair_pp-group-1,0.807,0.852,0.272,0.231,0.569,0.896,0.477
adv-all-fair_pp-delta,-0.047,-0.007,0.158,0.176,0.125,-0.086,0.125
adv-all-fair_adv-all,0.774,0.846,0.355,0.309,0.617,0.861,0.000
adv-all-fair_adv-group-0,0.751,0.845,0.430,0.334,0.599,0.865,0.523
adv-all-fair_adv-group-1,0.800,0.852,0.272,0.281,0.649,0.856,0.477
adv-all-fair_adv-delta,-0.049,-0.007,0.158,0.053,-0.050,0.009,0.050
adv-all-fair_resample-all,0.778,0.850,0.355,0.307,0.621,0.865,0.000
adv-all-fair_resample-group-0,0.754,0.845,0.430,0.354,0.626,0.852,0.523
adv-all-fair_resample-group-1,0.805,0.851,0.272,0.257,0.613,0.877,0.477
adv-all-fair_resample-delta,-0.050,-0.006,0.158,0.097,0.013,-0.025,0.025
adv-konstantinov-all,0.763,0.832,0.355,0.310,0.603,0.850,0.294
adv-konstantinov-group-0,0.741,0.845,0.430,0.292,0.538,0.894,0.523
adv-konstantinov-group-1,0.787,0.852,0.272,0.331,0.716,0.813,0.477
adv-konstantinov-delta,-0.046,-0.007,0.158,-0.039,-0.179,0.081,0.179
adv-konstantinov-fair_reg-all,0.768,0.854,0.355,0.441,0.794,0.753,0.000
adv-konstantinov-fair_reg-group-0,0.751,0.844,0.430,0.537,0.835,0.688,0.523
adv-konstantinov-fair_reg-group-1,0.785,0.852,0.272,0.336,0.723,0.809,0.477
adv-konstantinov-fair_reg-delta,-0.034,-0.008,0.158,0.201,0.111,-0.120,0.120
adv-konstantinov-fair_pp-all,0.782,0.855,0.355,0.323,0.648,0.856,0.000
adv-konstantinov-fair_pp-group-0,0.760,0.845,0.430,0.407,0.694,0.810,0.523
adv-konstantinov-fair_pp-group-1,0.807,0.852,0.272,0.231,0.569,0.896,0.477
adv-konstantinov-fair_pp-delta,-0.047,-0.007,0.158,0.176,0.125,-0.086,0.125
adv-konstantinov-fair_adv-all,0.774,0.846,0.355,0.309,0.617,0.861,0.000
adv-konstantinov-fair_adv-group-0,0.751,0.845,0.430,0.334,0.599,0.865,0.523
adv-konstantinov-fair_adv-group-1,0.800,0.852,0.272,0.281,0.649,0.856,0.477
adv-konstantinov-fair_adv-delta,-0.049,-0.007,0.158,0.053,-0.050,0.009,0.050
adv-konstantinov-fair_resample-all,0.778,0.850,0.355,0.307,0.620,0.865,0.000
adv-konstantinov-fair_resample-group-0,0.754,0.845,0.430,0.354,0.626,0.851,0.523
adv-konstantinov-fair_resample-group-1,0.804,0.851,0.272,0.256,0.611,0.877,0.477
adv-konstantinov-fair_resample-delta,-0.050,-0.006,0.158,0.098,0.014,-0.025,0.025
adv-selected-all,0.787,0.860,0.355,0.308,0.635,0.871,0.000
adv-selected-group-0,0.765,0.850,0.430,0.411,0.705,0.811,0.523
adv-selected-group-1,0.812,0.857,0.272,0.196,0.514,0.924,0.477
adv-selected-delta,-0.047,-0.007,0.158,0.215,0.191,-0.113,0.191
adv-selected-fair_reg-all,0.754,0.844,0.355,0.438,0.770,0.744,0.000
adv-selected-fair_reg-group-0,0.764,0.850,0.430,0.438,0.735,0.786,0.523
adv-selected-fair_reg-group-1,0.742,0.857,0.272,0.438,0.831,0.708,0.477
adv-selected-fair_reg-delta,0.023,-0.007,0.158,-0.000,-0.095,0.078,0.095
adv-selected-fair_pp-all,0.772,0.844,0.355,0.298,0.599,0.868,0.000
adv-selected-fair_pp-group-0,0.747,0.850,0.430,0.298,0.552,0.894,0.523
adv-selected-fair_pp-group-1,0.800,0.857,0.272,0.298,0.681,0.845,0.477
adv-selected-fair_pp-delta,-0.054,-0.007,0.158,0.000,-0.129,0.048,0.129
adv-selected-fair_adv-all,0.785,0.858,0.355,0.302,0.623,0.874,0.077
adv-selected-fair_adv-group-0,0.761,0.851,0.430,0.368,0.650,0.845,0.523
adv-selected-fair_adv-group-1,0.811,0.856,0.272,0.230,0.576,0.899,0.477
adv-selected-fair_adv-delta,-0.050,-0.006,0.158,0.137,0.074,-0.054,0.074
adv-selected-fair_resample-all,0.780,0.852,0.355,0.303,0.617,0.869,0.000
adv-selected-fair_resample-group-0,0.755,0.849,0.430,0.341,0.611,0.863,0.523
adv-selected-fair_resample-group-1,0.807,0.856,0.272,0.262,0.627,0.874,0.477
adv-selected-fair_resample-delta,-0.052,-0.007,0.158,0.079,-0.016,-0.011,0.016
adv-voting-all,0.782,0.853,0.355,0.315,0.638,0.862,0.003
adv-voting-group-0,0.761,0.849,0.430,0.363,0.644,0.849,0.523
adv-voting-group-1,0.806,0.856,0.272,0.263,0.627,0.873,0.477
adv-voting-delta,-0.045,-0.007,0.158,0.100,0.017,-0.024,0.024
adv-voting-fair_reg-all,0.735,0.826,0.355,0.451,0.762,0.720,0.024
adv-voting-fair_reg-group-0,0.765,0.850,0.430,0.399,0.691,0.821,0.523
adv-voting-fair_reg-group-1,0.702,0.857,0.272,0.507,0.885,0.634,0.477
adv-voting-fair_reg-delta,0.062,-0.007,0.158,-0.108,-0.195,0.187,0.195
adv-voting-fair_pp-all,0.771,0.843,0.355,0.255,0.537,0.900,0.081
adv-voting-fair_pp-group-0,0.736,0.850,0.430,0.259,0.495,0.919,0.523
adv-voting-fair_pp-group-1,0.809,0.853,0.272,0.251,0.610,0.883,0.477
adv-voting-fair_pp-delta,-0.073,-0.003,0.158,0.008,-0.116,0.036,0.116
adv-voting-fair_adv-all,0.774,0.845,0.355,0.315,0.626,0.856,0.024
adv-voting-fair_adv-group-0,0.754,0.851,0.430,0.323,0.589,0.878,0.523
adv-voting-fair_adv-group-1,0.796,0.856,0.272,0.307,0.689,0.836,0.477
adv-voting-fair_adv-delta,-0.043,-0.005,0.158,0.016,-0.101,0.042,0.101
adv-voting-fair_resample-all,0.765,0.832,0.355,0.314,0.612,0.850,0.005
adv-voting-fair_resample-group-0,0.745,0.848,0.430,0.289,0.540,0.900,0.523
adv-voting-fair_resample-group-1,0.787,0.856,0.272,0.342,0.736,0.806,0.477
adv-voting-fair_resample-delta,-0.042,-0.009,0.158,-0.053,-0.197,0.094,0.197
adv-TERM-all,0.745,0.808,0.355,0.193,0.413,0.928,0.000
adv-TERM-group-0,0.694,0.828,0.430,0.167,0.339,0.962,0.523
adv-TERM-group-1,0.801,0.831,0.272,0.221,0.541,0.899,0.477
adv-TERM-delta,-0.108,-0.004,0.158,-0.053,-0.202,0.063,0.202
adv-TERM-fair_pp-all,0.775,0.839,0.355,0.302,0.609,0.867,0.000
adv-TERM-fair_pp-group-0,0.752,0.831,0.430,0.379,0.652,0.827,0.523
adv-TERM-fair_pp-group-1,0.801,0.831,0.272,0.217,0.534,0.901,0.477
adv-TERM-fair_pp-delta,-0.049,0.000,0.158,0.162,0.118,-0.074,0.118
adv-TERM-fair_resample-all,0.747,0.816,0.355,0.188,0.409,0.933,0.000
adv-TERM-fair_resample-group-0,0.693,0.835,0.430,0.163,0.332,0.965,0.523
adv-TERM-fair_resample-group-1,0.807,0.842,0.272,0.215,0.541,0.907,0.477
adv-TERM-fair_resample-delta,-0.115,-0.007,0.158,-0.052,-0.209,0.058,0.209
adv-DRO-fair_reg-all,0.692,0.798,0.355,0.068,0.163,0.984,0.000
adv-DRO-fair_reg-group-0,0.633,0.798,0.430,0.085,0.172,0.981,0.523
adv-DRO-fair_reg-group-1,0.757,0.786,0.272,0.050,0.146,0.986,0.477
adv-DRO-fair_reg-delta,-0.125,0.012,0.158,0.035,0.026,-0.005,0.026
