method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.792,0.862,0.352,0.311,0.646,0.871,0.000
original-group-0,0.771,0.854,0.427,0.410,0.712,0.815,0.523
original-group-1,0.815,0.855,0.270,0.203,0.533,0.919,0.477
original-delta,-0.044,-0.001,0.157,0.207,0.178,-0.104,0.178
original-fair_reg-all,0.753,0.844,0.352,0.444,0.780,0.739,0.000
original-fair_reg-group-0,0.770,0.854,0.427,0.442,0.748,0.787,0.523
original-fair_reg-group-1,0.735,0.855,0.270,0.446,0.836,0.698,0.477
original-fair_reg-delta,0.035,-0.001,0.157,-0.005,-0.089,0.089,0.089
original-fair_pp-all,0.774,0.845,0.352,0.300,0.605,0.866,0.000
original-fair_pp-group-0,0.752,0.854,0.427,0.297,0.557,0.897,0.523
original-fair_pp-group-1,0.798,0.855,0.270,0.303,0.688,0.839,0.477
original-fair_pp-delta,-0.047,-0.001,0.157,-0.006,-0.131,0.058,0.131
original-fair_adv-all,0.789,0.859,0.352,0.308,0.638,0.871,0.000
original-fair_adv-group-0,0.767,0.855,0.427,0.371,0.661,0.845,0.523
original-fair_adv-group-1,0.814,0.855,0.270,0.240,0.599,0.893,0.477
original-fair_adv-delta,-0.047,-0.000,0.157,0.131,0.062,-0.048,0.062
original-fair_resample-all,0.783,0.854,0.352,0.306,0.626,0.869,0.000
original-fair_resample-group-0,0.761,0.854,0.427,0.341,0.619,0.867,0.523
original-fair_resample-group-1,0.808,0.855,0.270,0.267,0.639,0.870,0.477
original-fair_resample-delta,-0.047,-0.001,0.157,0.073,-0.021,-0.003,0.021
adv-clean-all,0.792,0.862,0.352,0.314,0.650,0.869,0.000
adv-clean-group-0,0.770,0.854,0.427,0.413,0.714,0.811,0.523
adv-clean-group-1,0.815,0.855,0.270,0.205,0.538,0.918,0.477
adv-clean-delta,-0.046,-0.001,0.157,0.208,0.176,-0.107,0.176
adv-clean-fair_reg-all,0.753,0.844,0.352,0.443,0.779,0.739,0.000
adv-clean-fair_reg-group-0,0.770,0.854,0.427,0.440,0.745,0.788,0.523
adv-clean-fair_reg-group-1,0.735,0.855,0.270,0.447,0.837,0.697,0.477
adv-clean-fair_reg-delta,0.035,-0.001,0.157,-0.007,-0.091,0.091,0.091
adv-clean-fair_pp-all,0.774,0.845,0.352,0.309,0.617,0.859,0.000
adv-clean-fair_pp-group-0,0.753,0.854,0.427,0.305,0.568,0.891,0.523
adv-clean-fair_pp-group-1,0.797,0.855,0.270,0.313,0.703,0.831,0.477
adv-clean-fair_pp-delta,-0.043,-0.001,0.157,-0.008,-0.134,0.060,0.134
adv-clean-fair_adv-all,0.790,0.859,0.352,0.311,0.643,0.869,0.000
adv-clean-fair_adv-group-0,0.768,0.854,0.427,0.374,0.666,0.843,0.523
adv-clean-fair_adv-group-1,0.814,0.855,0.270,0.242,0.603,0.892,0.477
adv-clean-fair_adv-delta,-0.046,-0.000,0.157,0.133,0.063,-0.048,0.063
adv-clean-fair_resample-all,0.782,0.854,0.352,0.307,0.627,0.867,0.000
adv-clean-fair_resample-group-0,0.760,0.854,0.427,0.341,0.617,0.866,0.523
adv-clean-fair_resample-group-1,0.807,0.855,0.270,0.271,0.645,0.868,0.477
adv-clean-fair_resample-delta,-0.048,-0.002,0.157,0.070,-0.027,-0.002,0.027
adv-all-all,0.788,0.858,0.352,0.320,0.652,0.861,0.000
adv-all-group-0,0.767,0.850,0.427,0.441,0.742,0.785,0.523
adv-all-group-1,0.811,0.854,0.270,0.187,0.496,0.927,0.477
adv-all-delta,-0.044,-0.003,0.157,0.253,0.246,-0.142,0.246
adv-all-fair_reg-all,0.745,0.842,0.352,0.460,0.792,0.720,0.000
adv-all-fair_reg-group-0,0.765,0.850,0.427,0.461,0.764,0.765,0.523
adv-all-fair_reg-group-1,0.724,0.853,0.270,0.459,0.840,0.682,0.477
adv-all-fair_reg-delta,0.040,-0.003,0.157,0.002,-0.075,0.083,0.083
adv-all-fair_pp-all,0.774,0.842,0.352,0.300,0.605,0.866,0.000
adv-all-fair_pp-group-0,0.751,0.850,0.427,0.301,0.561,0.893,0.523
adv-all-fair_pp-group-1,0.799,0.854,0.270,0.299,0.682,0.842,0.477
adv-all-fair_pp-delta,-0.048,-0.003,0.157,0.002,-0.121,0.051,0.121
adv-all-fair_adv-all,0.786,0.854,0.352,0.310,0.636,0.867,0.000
adv-all-fair_adv-group-0,0.764,0.851,0.427,0.361,0.647,0.852,0.523
adv-all-fair_adv-group-1,0.810,0.853,0.270,0.253,0.617,0.881,0.477
adv-all-fair_adv-delta,-0.046,-0.003,0.157,0.108,0.030,-0.029,0.030
adv-all-fair_resample-all,0.780,0.850,0.352,0.305,0.621,0.867,0.000
adv-all-fair_resample-group-0,0.757,0.849,0.427,0.334,0.607,0.869,0.523
adv-all-fair_resample-group-1,0.806,0.853,0.270,0.273,0.645,0.865,0.477
adv-all-fair_resample-delta,-0.048,-0.004,0.157,0.062,-0.038,0.004,0.038
adv-konstantinov-all,0.788,0.858,0.352,0.320,0.652,0.861,0.098
adv-konstantinov-group-0,0.767,0.850,0.427,0.441,0.742,0.785,0.523
adv-konstantinov-group-1,0.811,0.854,0.270,0.187,0.496,0.927,0.477
adv-konstantinov-delta,-0.044,-0.003,0.157,0.253,0.246,-0.142,0.246
adv-konstantinov-fair_reg-all,0.745,0.842,0.352,0.460,0.792,0.720,0.000
adv-konstantinov-fair_reg-group-0,0.765,0.850,0.427,0.461,0.764,0.765,0.523
adv-konstantinov-fair_reg-group-1,0.724,0.853,0.270,0.459,0.840,0.682,0.477
adv-konstantinov-fair_reg-delta,0.040,-0.003,0.157,0.002,-0.075,0.083,0.083
adv-konstantinov-fair_pp-all,0.774,0.842,0.352,0.300,0.605,0.866,0.000
adv-konstantinov-fair_pp-group-0,0.751,0.850,0.427,0.301,0.561,0.893,0.523
adv-konstantinov-fair_pp-group-1,0.799,0.854,0.270,0.299,0.682,0.842,0.477
adv-konstantinov-fair_pp-delta,-0.048,-0.003,0.157,0.002,-0.121,0.051,0.121
adv-konstantinov-fair_adv-all,0.786,0.854,0.352,0.310,0.636,0.867,0.000
adv-konstantinov-fair_adv-group-0,0.764,0.851,0.427,0.361,0.647,0.852,0.523
adv-konstantinov-fair_adv-group-1,0.810,0.853,0.270,0.253,0.617,0.881,0.477
adv-konstantinov-fair_adv-delta,-0.046,-0.003,0.157,0.108,0.030,-0.029,0.030
adv-konstantinov-fair_resample-all,0.780,0.849,0.352,0.306,0.621,0.866,0.000
adv-konstantinov-fair_resample-group-0,0.756,0.849,0.427,0.333,0.605,0.869,0.523
adv-konstantinov-fair_resample-group-1,0.806,0.853,0.270,0.275,0.651,0.863,0.477
adv-konstantinov-fair_resample-delta,-0.050,-0.004,0.157,0.058,-0.046,0.006,0.046
adv-selected-all,0.791,0.861,0.352,0.316,0.652,0.866,0.000
adv-selected-group-0,0.770,0.854,0.427,0.412,0.713,0.812,0.523
adv-selected-group-1,0.814,0.855,0.270,0.211,0.546,0.913,0.477
adv-selected-delta,-0.044,-0.001,0.157,0.202,0.168,-0.101,0.168
adv-selected-fair_reg-all,0.756,0.844,0.352,0.435,0.771,0.747,0.000
adv-selected-fair_reg-group-0,0.771,0.854,0.427,0.433,0.738,0.795,0.523
adv-selected-fair_reg-group-1,0.739,0.855,0.270,0.438,0.829,0.706,0.477
adv-selected-fair_reg-delta,0.032,-0.001,0.157,-0.006,-0.091,0.089,0.091
adv-selected-fair_pp-all,0.774,0.845,0.352,0.303,0.609,0.864,0.000
adv-selected-fair_pp-group-0,0.751,0.854,0.427,0.299,0.560,0.894,0.523
adv-selected-fair_pp-group-1,0.799,0.855,0.270,0.306,0.695,0.837,0.477
adv-selected-fair_pp-delta,-0.048,-0.001,0.157,-0.007,-0.135,0.057,0.135
adv-selected-fair_adv-all,0.788,0.858,0.352,0.313,0.644,0.867,0.000
adv-selected-fair_adv-group-0,0.766,0.854,0.427,0.375,0.665,0.841,0.523
adv-selected-fair_adv-group-1,0.812,0.855,0.270,0.245,0.606,0.888,0.477
adv-selected-fair_adv-delta,-0.046,-0.001,0.157,0.130,0.059,-0.047,0.059
adv-selected-fair_resample-all,0.784,0.854,0.352,0.316,0.642,0.861,0.000
adv-selected-fair_resample-group-0,0.763,0.853,0.427,0.351,0.633,0.860,0.523
adv-selected-fair_resample-group-1,0.807,0.856,0.270,0.278,0.657,0.862,0.477
adv-selected-fair_resample-delta,-0.044,-0.003,0.157,0.073,-0.024,-0.002,0.024
adv-voting-all,0.791,0.860,0.352,0.317,0.653,0.865,0.013
adv-voting-group-0,0.771,0.854,0.427,0.436,0.742,0.792,0.523
adv-voting-group-1,0.813,0.854,0.270,0.187,0.500,0.928,0.477
adv-voting-delta,-0.042,0.000,0.157,0.249,0.242,-0.136,0.242
adv-voting-fair_reg-all,0.750,0.843,0.352,0.448,0.780,0.733,0.012
adv-voting-fair_reg-group-0,0.770,0.854,0.427,0.440,0.746,0.788,0.523
adv-voting-fair_reg-group-1,0.728,0.854,0.270,0.455,0.839,0.687,0.477
adv-voting-fair_reg-delta,0.042,0.001,0.157,-0.015,-0.093,0.101,0.101
adv-voting-fair_pp-all,0.770,0.842,0.352,0.308,0.611,0.857,0.013
adv-voting-fair_pp-group-0,0.751,0.854,0.427,0.296,0.555,0.897,0.523
adv-voting-fair_pp-group-1,0.791,0.853,0.270,0.321,0.708,0.822,0.477
adv-voting-fair_pp-delta,-0.040,0.001,0.157,-0.025,-0.153,0.075,0.153
adv-voting-fair_adv-all,0.789,0.859,0.352,0.312,0.643,0.868,0.014
adv-voting-fair_adv-group-0,0.767,0.854,0.427,0.387,0.680,0.832,0.523
adv-voting-fair_adv-group-1,0.813,0.853,0.270,0.230,0.579,0.899,0.477
adv-voting-fair_adv-delta,-0.046,0.001,0.157,0.157,0.100,-0.067,0.100
adv-voting-fair_resample-all,0.783,0.853,0.352,0.317,0.641,0.860,0.015
adv-voting-fair_resample-group-0,0.762,0.853,0.427,0.355,0.638,0.855,0.523
adv-voting-fair_resample-group-1,0.805,0.853,0.270,0.274,0.646,0.864,0.477
adv-voting-fair_resample-delta,-0.043,-0.001,0.157,0.081,-0.008,-0.008,0.008
adv-TERM-all,0.773,0.848,0.352,0.208,0.474,0.936,0.000
adv-TERM-group-0,0.750,0.842,0.427,0.292,0.550,0.900,0.523
adv-TERM-group-1,0.799,0.838,0.270,0.117,0.343,0.967,0.477
adv-TERM-delta,-0.048,0.004,0.157,0.176,0.208,-0.067,0.208
adv-TERM-fair_pp-all,0.770,0.832,0.352,0.302,0.603,0.861,0.000
adv-TERM-fair_pp-group-0,0.752,0.842,0.427,0.301,0.562,0.893,0.523
adv-TERM-fair_pp-group-1,0.791,0.839,0.270,0.303,0.673,0.834,0.477
adv-TERM-fair_pp-delta,-0.039,0.002,0.157,-0.002,-0.111,0.059,0.111
adv-TERM-fair_resample-all,0.761,0.827,0.352,0.189,0.429,0.942,0.000
