method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.666,0.715,0.451,0.415,0.591,0.729,0.000
original-group-0,0.660,0.708,0.488,0.454,0.617,0.702,0.815
original-group-1,0.693,0.673,0.289,0.246,0.394,0.815,0.185
original-delta,-0.033,0.035,0.198,0.208,0.223,-0.113,0.223
original-fair_resample-all,0.662,0.690,0.451,0.363,0.528,0.773,0.000
original-fair_resample-group-0,0.656,0.696,0.488,0.378,0.536,0.771,0.815
original-fair_resample-group-1,0.689,0.651,0.289,0.294,0.470,0.778,0.185
original-fair_resample-delta,-0.032,0.045,0.198,0.084,0.066,-0.006,0.066
adv-clean-all,0.669,0.720,0.451,0.408,0.585,0.737,0.000
adv-clean-group-0,0.659,0.712,0.488,0.449,0.611,0.705,0.815
adv-clean-group-1,0.711,0.693,0.289,0.228,0.394,0.840,0.185
adv-clean-delta,-0.051,0.019,0.198,0.221,0.217,-0.134,0.217
adv-clean-fair_resample-all,0.644,0.670,0.451,0.370,0.515,0.749,0.000
adv-clean-fair_resample-group-0,0.634,0.674,0.488,0.387,0.521,0.740,0.815
adv-clean-fair_resample-group-1,0.689,0.648,0.289,0.294,0.470,0.778,0.185
adv-clean-fair_resample-delta,-0.055,0.026,0.198,0.093,0.052,-0.037,0.052
adv-all-all,0.586,0.616,0.451,0.342,0.420,0.723,0.000
adv-all-group-0,0.613,0.699,0.488,0.247,0.356,0.857,0.815
adv-all-group-1,0.469,0.677,0.289,0.759,0.894,0.296,0.185
adv-all-delta,0.143,0.023,0.198,-0.512,-0.538,0.560,0.560
adv-all-fair_resample-all,0.630,0.661,0.451,0.381,0.512,0.727,0.000
adv-all-fair_resample-group-0,0.624,0.662,0.488,0.393,0.517,0.725,0.815
adv-all-fair_resample-group-1,0.658,0.653,0.289,0.325,0.470,0.735,0.185
adv-all-fair_resample-delta,-0.034,0.008,0.198,0.069,0.048,-0.010,0.048
adv-konstantinov-all,0.586,0.616,0.451,0.342,0.420,0.723,0.400
adv-konstantinov-group-0,0.613,0.699,0.488,0.247,0.356,0.857,0.815
adv-konstantinov-group-1,0.469,0.677,0.289,0.759,0.894,0.296,0.185
adv-konstantinov-delta,0.143,0.023,0.198,-0.512,-0.538,0.560,0.560
adv-konstantinov-fair_resample-all,0.657,0.691,0.451,0.355,0.513,0.776,0.000
adv-konstantinov-fair_resample-group-0,0.654,0.692,0.488,0.362,0.517,0.785,0.815
adv-konstantinov-fair_resample-group-1,0.671,0.659,0.289,0.320,0.485,0.747,0.185
adv-konstantinov-fair_resample-delta,-0.017,0.034,0.198,0.042,0.032,0.038,0.038
adv-selected-all,0.669,0.720,0.451,0.408,0.585,0.737,0.000
adv-selected-group-0,0.659,0.712,0.488,0.449,0.611,0.705,0.815
adv-selected-group-1,0.711,0.693,0.289,0.228,0.394,0.840,0.185
adv-selected-delta,-0.051,0.019,0.198,0.221,0.217,-0.134,0.217
adv-selected-fair_resample-all,0.639,0.685,0.451,0.368,0.508,0.746,0.000
adv-selected-fair_resample-group-0,0.643,0.692,0.488,0.353,0.495,0.783,0.815
adv-selected-fair_resample-group-1,0.623,0.653,0.289,0.439,0.606,0.630,0.185
adv-selected-fair_resample-delta,0.020,0.039,0.198,-0.086,-0.111,0.153,0.153
adv-voting-all,0.640,0.666,0.451,0.285,0.417,0.823,0.000
adv-voting-group-0,0.631,0.688,0.488,0.275,0.403,0.847,0.815
adv-voting-group-1,0.680,0.676,0.289,0.329,0.515,0.747,0.185
adv-voting-delta,-0.049,0.012,0.198,-0.054,-0.112,0.100,0.112
adv-voting-fair_resample-all,0.535,0.547,0.451,0.236,0.246,0.773,0.034
adv-voting-fair_resample-group-0,0.566,0.620,0.488,0.109,0.167,0.946,0.815
adv-voting-fair_resample-group-1,0.399,0.582,0.289,0.794,0.833,0.222,0.185
adv-voting-fair_resample-delta,0.167,0.038,0.198,-0.685,-0.666,0.724,0.724
