method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.813,0.842,0.236,0.151,0.424,0.932,0.000
original-group-0,0.772,0.824,0.300,0.223,0.491,0.892,0.660
original-group-1,0.892,0.812,0.110,0.012,0.063,0.994,0.340
original-delta,-0.120,0.012,0.191,0.211,0.428,-0.102,0.428
original-fair_resample-all,0.793,0.799,0.236,0.157,0.394,0.916,0.000
original-fair_resample-group-0,0.760,0.803,0.300,0.173,0.387,0.919,0.660
original-fair_resample-group-1,0.859,0.765,0.110,0.126,0.431,0.911,0.340
original-fair_resample-delta,-0.099,0.038,0.191,0.046,-0.044,0.008,0.044
adv-clean-all,0.811,0.840,0.236,0.156,0.430,0.928,0.000
adv-clean-group-0,0.770,0.822,0.300,0.230,0.501,0.886,0.660
adv-clean-group-1,0.890,0.810,0.110,0.012,0.052,0.993,0.340
adv-clean-delta,-0.120,0.013,0.191,0.219,0.449,-0.108,0.449
adv-clean-fair_resample-all,0.791,0.789,0.236,0.167,0.409,0.908,0.000
adv-clean-fair_resample-group-0,0.757,0.794,0.300,0.196,0.421,0.901,0.660
adv-clean-fair_resample-group-1,0.857,0.741,0.110,0.110,0.349,0.919,0.340
adv-clean-fair_resample-delta,-0.100,0.053,0.191,0.085,0.072,-0.018,0.072
adv-all-all,0.784,0.781,0.236,0.175,0.414,0.899,0.000
adv-all-group-0,0.742,0.771,0.300,0.244,0.478,0.856,0.660
adv-all-group-1,0.867,0.681,0.110,0.040,0.074,0.964,0.340
adv-all-delta,-0.125,0.090,0.191,0.204,0.403,-0.109,0.403
adv-all-fair_resample-all,0.664,0.611,0.236,0.311,0.447,0.731,0.000
adv-all-fair_resample-group-0,0.650,0.630,0.300,0.324,0.458,0.733,0.660
adv-all-fair_resample-group-1,0.691,0.548,0.110,0.284,0.387,0.729,0.340
adv-all-fair_resample-delta,-0.041,0.082,0.191,0.041,0.071,0.004,0.071
adv-konstantinov-all,0.811,0.840,0.236,0.156,0.430,0.928,0.000
adv-konstantinov-group-0,0.770,0.822,0.300,0.230,0.501,0.886,0.660
adv-konstantinov-group-1,0.890,0.810,0.110,0.012,0.052,0.993,0.340
adv-konstantinov-delta,-0.120,0.013,0.191,0.219,0.449,-0.108,0.449
adv-konstantinov-fair_resample-all,0.786,0.789,0.236,0.161,0.388,0.909,0.000
adv-konstantinov-fair_resample-group-0,0.752,0.790,0.300,0.183,0.391,0.906,0.660
adv-konstantinov-fair_resample-group-1,0.854,0.746,0.110,0.118,0.371,0.914,0.340
adv-konstantinov-fair_resample-delta,-0.103,0.044,0.191,0.066,0.020,-0.007,0.020
adv-selected-all,0.811,0.840,0.236,0.156,0.430,0.928,0.000
adv-selected-group-0,0.770,0.822,0.300,0.230,0.501,0.886,0.660
adv-selected-group-1,0.890,0.810,0.110,0.012,0.052,0.993,0.340
adv-selected-delta,-0.120,0.013,0.191,0.219,0.449,-0.108,0.449
adv-selected-fair_resample-all,0.786,0.785,0.236,0.161,0.386,0.909,0.000
adv-selected-fair_resample-group-0,0.752,0.789,0.300,0.185,0.395,0.905,0.660
adv-selected-fair_resample-group-1,0.852,0.736,0.110,0.113,0.341,0.915,0.340
adv-selected-fair_resample-delta,-0.101,0.053,0.191,0.072,0.054,-0.010,0.054
adv-voting-all,0.803,0.834,0.236,0.180,0.464,0.908,0.053
adv-voting-group-0,0.759,0.813,0.300,0.259,0.531,0.857,0.660
adv-voting-group-1,0.889,0.805,0.110,0.025,0.107,0.985,0.340
adv-voting-delta,-0.129,0.008,0.191,0.234,0.424,-0.127,0.424
adv-voting-fair_resample-all,0.759,0.762,0.236,0.217,0.450,0.855,0.120
adv-voting-fair_resample-group-0,0.729,0.765,0.300,0.252,0.469,0.841,0.660
adv-voting-fair_resample-group-1,0.817,0.730,0.110,0.149,0.349,0.875,0.340
adv-voting-fair_resample-delta,-0.088,0.035,0.191,0.102,0.120,-0.034,0.120
