method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.730,0.737,0.685,0.755,0.854,0.460,0.000
original-group-0,0.780,0.784,0.758,0.795,0.880,0.469,0.660
original-group-1,0.632,0.677,0.544,0.676,0.784,0.452,0.340
original-delta,0.148,0.107,0.213,0.119,0.096,0.017,0.096
original-fair_resample-all,0.705,0.739,0.685,0.710,0.803,0.492,0.000
original-fair_resample-group-0,0.720,0.790,0.758,0.750,0.810,0.438,0.660
original-fair_resample-group-1,0.676,0.657,0.544,0.632,0.784,0.548,0.340
original-fair_resample-delta,0.043,0.133,0.213,0.118,0.026,-0.111,0.111
adv-clean-all,0.725,0.720,0.685,0.730,0.832,0.492,0.000
adv-clean-group-0,0.750,0.739,0.758,0.765,0.840,0.469,0.660
adv-clean-group-1,0.676,0.683,0.544,0.662,0.811,0.516,0.340
adv-clean-delta,0.074,0.057,0.213,0.103,0.029,-0.047,0.047
adv-clean-fair_resample-all,0.675,0.682,0.685,0.750,0.810,0.381,0.000
adv-clean-fair_resample-group-0,0.705,0.699,0.758,0.780,0.820,0.344,0.660
adv-clean-fair_resample-group-1,0.618,0.652,0.544,0.691,0.784,0.419,0.340
adv-clean-fair_resample-delta,0.087,0.047,0.213,0.089,0.036,-0.076,0.076
adv-all-all,0.715,0.696,0.685,0.760,0.847,0.429,0.000
adv-all-group-0,0.765,0.728,0.758,0.826,0.890,0.375,0.660
adv-all-group-1,0.618,0.658,0.544,0.632,0.730,0.484,0.340
adv-all-delta,0.148,0.069,0.213,0.193,0.160,-0.109,0.160
adv-all-fair_resample-all,0.715,0.724,0.685,0.760,0.847,0.429,0.000
adv-all-fair_resample-group-0,0.750,0.755,0.758,0.795,0.860,0.406,0.660
adv-all-fair_resample-group-1,0.647,0.704,0.544,0.691,0.811,0.452,0.340
adv-all-fair_resample-delta,0.103,0.050,0.213,0.104,0.049,-0.045,0.049
adv-konstantinov-all,0.715,0.696,0.685,0.760,0.847,0.429,0.400
adv-konstantinov-group-0,0.765,0.728,0.758,0.826,0.890,0.375,0.660
adv-konstantinov-group-1,0.618,0.658,0.544,0.632,0.730,0.484,0.340
adv-konstantinov-delta,0.148,0.069,0.213,0.193,0.160,-0.109,0.160
adv-konstantinov-fair_resample-all,0.700,0.672,0.685,0.715,0.803,0.476,0.000
adv-konstantinov-fair_resample-group-0,0.720,0.703,0.758,0.720,0.790,0.500,0.660
adv-konstantinov-fair_resample-group-1,0.662,0.653,0.544,0.706,0.838,0.452,0.340
adv-konstantinov-fair_resample-delta,0.058,0.050,0.213,0.014,-0.048,0.048,0.048
adv-selected-all,0.720,0.730,0.685,0.725,0.825,0.492,0.000
adv-selected-group-0,0.735,0.742,0.758,0.750,0.820,0.469,0.660
adv-selected-group-1,0.691,0.711,0.544,0.676,0.838,0.516,0.340
adv-selected-delta,0.044,0.032,0.213,0.074,-0.018,-0.047,0.047
adv-selected-fair_resample-all,0.730,0.737,0.685,0.695,0.810,0.556,0.000
adv-selected-fair_resample-group-0,0.758,0.769,0.758,0.712,0.810,0.594,0.660
adv-selected-fair_resample-group-1,0.676,0.695,0.544,0.662,0.811,0.516,0.340
adv-selected-fair_resample-delta,0.081,0.074,0.213,0.050,-0.001,0.078,0.078
adv-voting-all,0.715,0.725,0.685,0.800,0.876,0.365,0.420
adv-voting-group-0,0.773,0.761,0.758,0.818,0.890,0.406,0.660
adv-voting-group-1,0.603,0.672,0.544,0.765,0.838,0.323,0.340
adv-voting-delta,0.170,0.089,0.213,0.053,0.052,0.084,0.084
adv-voting-fair_resample-all,0.735,0.705,0.685,0.830,0.912,0.349,0.370
adv-voting-fair_resample-group-0,0.773,0.719,0.758,0.864,0.920,0.312,0.660
adv-voting-fair_resample-group-1,0.662,0.642,0.544,0.765,0.892,0.387,0.340
adv-voting-fair_resample-delta,0.111,0.077,0.213,0.099,0.028,-0.075,0.075
