method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.812,0.838,0.236,0.161,0.444,0.926,0.000
original-group-0,0.775,0.820,0.299,0.229,0.507,0.889,0.664
original-group-1,0.886,0.809,0.111,0.026,0.105,0.984,0.336
original-delta,-0.111,0.012,0.189,0.203,0.402,-0.094,0.402
original-fair_resample-all,0.793,0.795,0.236,0.160,0.401,0.915,0.000
original-fair_resample-group-0,0.763,0.799,0.299,0.178,0.401,0.917,0.664
original-fair_resample-group-1,0.853,0.770,0.111,0.124,0.397,0.910,0.336
original-fair_resample-delta,-0.090,0.029,0.189,0.054,0.005,0.007,0.007
adv-clean-all,0.814,0.837,0.236,0.158,0.439,0.929,0.000
adv-clean-group-0,0.775,0.819,0.299,0.230,0.509,0.889,0.664
adv-clean-group-1,0.890,0.809,0.111,0.014,0.066,0.992,0.336
adv-clean-delta,-0.115,0.010,0.189,0.216,0.443,-0.104,0.443
adv-clean-fair_resample-all,0.790,0.793,0.236,0.165,0.404,0.909,0.000
adv-clean-fair_resample-group-0,0.757,0.792,0.299,0.187,0.405,0.907,0.664
adv-clean-fair_resample-group-1,0.856,0.785,0.111,0.121,0.399,0.913,0.336
adv-clean-fair_resample-delta,-0.100,0.007,0.189,0.065,0.006,-0.006,0.006
adv-all-all,0.720,0.696,0.236,0.282,0.504,0.786,0.000
adv-all-group-0,0.729,0.751,0.299,0.312,0.569,0.797,0.664
adv-all-group-1,0.702,0.391,0.111,0.222,0.157,0.769,0.336
adv-all-delta,0.027,0.360,0.189,0.090,0.412,0.028,0.412
adv-all-fair_resample-all,0.664,0.654,0.236,0.353,0.536,0.704,0.000
adv-all-fair_resample-group-0,0.680,0.704,0.299,0.377,0.594,0.716,0.664
adv-all-fair_resample-group-1,0.633,0.418,0.111,0.305,0.220,0.685,0.336
adv-all-fair_resample-delta,0.047,0.287,0.189,0.072,0.374,0.032,0.374
adv-konstantinov-all,0.814,0.837,0.236,0.158,0.439,0.929,0.000
adv-konstantinov-group-0,0.775,0.819,0.299,0.230,0.509,0.889,0.664
adv-konstantinov-group-1,0.890,0.809,0.111,0.014,0.066,0.992,0.336
adv-konstantinov-delta,-0.115,0.010,0.189,0.216,0.443,-0.104,0.443
adv-konstantinov-fair_resample-all,0.782,0.789,0.236,0.166,0.388,0.903,0.000
adv-konstantinov-fair_resample-group-0,0.755,0.789,0.299,0.182,0.394,0.909,0.664
adv-konstantinov-fair_resample-group-1,0.835,0.765,0.111,0.133,0.355,0.895,0.336
adv-konstantinov-fair_resample-delta,-0.081,0.025,0.189,0.049,0.039,0.014,0.039
adv-selected-all,0.814,0.837,0.236,0.158,0.439,0.929,0.000
adv-selected-group-0,0.775,0.819,0.299,0.230,0.509,0.889,0.664
adv-selected-group-1,0.890,0.809,0.111,0.014,0.066,0.992,0.336
adv-selected-delta,-0.115,0.010,0.189,0.216,0.443,-0.104,0.443
adv-selected-fair_resample-all,0.792,0.791,0.236,0.155,0.386,0.917,0.000
adv-selected-fair_resample-group-0,0.760,0.790,0.299,0.175,0.391,0.918,0.664
adv-selected-fair_resample-group-1,0.854,0.773,0.111,0.115,0.361,0.916,0.336
adv-selected-fair_resample-delta,-0.094,0.017,0.189,0.060,0.030,0.002,0.030
adv-voting-all,0.807,0.832,0.236,0.180,0.473,0.910,0.044
adv-voting-group-0,0.765,0.812,0.299,0.267,0.553,0.855,0.664
adv-voting-group-1,0.891,0.806,0.111,0.008,0.044,0.997,0.336
adv-voting-delta,-0.126,0.007,0.189,0.259,0.509,-0.141,0.509
adv-voting-fair_resample-all,0.746,0.759,0.236,0.235,0.459,0.835,0.118
adv-voting-fair_resample-group-0,0.721,0.756,0.299,0.263,0.473,0.827,0.664
adv-voting-fair_resample-group-1,0.795,0.745,0.111,0.179,0.383,0.846,0.336
adv-voting-fair_resample-delta,-0.073,0.011,0.189,0.083,0.091,-0.019,0.091
