method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.674,0.747,0.454,0.414,0.596,0.738,0.000
original-group-0,0.644,0.744,0.523,0.603,0.736,0.542,0.462
original-group-1,0.700,0.743,0.394,0.251,0.438,0.870,0.538
original-delta,-0.056,0.002,0.129,0.352,0.299,-0.328,0.328
original-fair_resample-all,0.682,0.728,0.454,0.406,0.596,0.752,0.000
original-fair_resample-group-0,0.672,0.725,0.523,0.483,0.648,0.699,0.462
original-fair_resample-group-1,0.690,0.718,0.394,0.340,0.537,0.789,0.538
original-fair_resample-delta,-0.017,0.007,0.129,0.143,0.111,-0.090,0.111
adv-clean-all,0.676,0.735,0.454,0.422,0.608,0.733,0.000
adv-clean-group-0,0.667,0.723,0.523,0.500,0.659,0.675,0.462
adv-clean-group-1,0.685,0.739,0.394,0.355,0.550,0.772,0.538
adv-clean-delta,-0.018,-0.016,0.129,0.145,0.109,-0.098,0.109
adv-clean-fair_resample-all,0.639,0.699,0.454,0.432,0.579,0.689,0.000
adv-clean-fair_resample-group-0,0.644,0.721,0.523,0.489,0.626,0.663,0.462
adv-clean-fair_resample-group-1,0.635,0.672,0.394,0.384,0.525,0.707,0.538
adv-clean-fair_resample-delta,0.008,0.049,0.129,0.104,0.101,-0.045,0.101
adv-all-all,0.682,0.750,0.454,0.427,0.620,0.733,0.000
adv-all-group-0,0.667,0.741,0.523,0.580,0.736,0.590,0.462
adv-all-group-1,0.695,0.749,0.394,0.296,0.487,0.829,0.538
adv-all-delta,-0.028,-0.007,0.129,0.285,0.249,-0.239,0.249
adv-all-fair_resample-all,0.623,0.698,0.454,0.432,0.561,0.675,0.000
adv-all-fair_resample-group-0,0.632,0.709,0.523,0.500,0.626,0.639,0.462
adv-all-fair_resample-group-1,0.616,0.683,0.394,0.374,0.487,0.699,0.538
adv-all-fair_resample-delta,0.016,0.026,0.129,0.126,0.139,-0.061,0.139
adv-konstantinov-all,0.682,0.750,0.454,0.427,0.620,0.733,0.400
adv-konstantinov-group-0,0.667,0.741,0.523,0.580,0.736,0.590,0.462
adv-konstantinov-group-1,0.695,0.749,0.394,0.296,0.487,0.829,0.538
adv-konstantinov-delta,-0.028,-0.007,0.129,0.285,0.249,-0.239,0.249
adv-konstantinov-fair_resample-all,0.647,0.705,0.454,0.414,0.567,0.714,0.000
adv-konstantinov-fair_resample-group-0,0.655,0.696,0.523,0.489,0.637,0.675,0.462
adv-konstantinov-fair_resample-group-1,0.640,0.705,0.394,0.350,0.487,0.740,0.538
adv-konstantinov-fair_resample-delta,0.015,-0.009,0.129,0.139,0.150,-0.065,0.150
adv-selected-all,0.676,0.735,0.454,0.422,0.608,0.733,0.000
adv-selected-group-0,0.667,0.723,0.523,0.500,0.659,0.675,0.462
adv-selected-group-1,0.685,0.739,0.394,0.355,0.550,0.772,0.538
adv-selected-delta,-0.018,-0.016,0.129,0.145,0.109,-0.098,0.109
adv-selected-fair_resample-all,0.695,0.711,0.454,0.398,0.602,0.772,0.000
adv-selected-fair_resample-group-0,0.690,0.707,0.523,0.466,0.648,0.735,0.462
adv-selected-fair_resample-group-1,0.700,0.709,0.394,0.340,0.550,0.797,0.538
adv-selected-fair_resample-delta,-0.010,-0.002,0.129,0.126,0.098,-0.062,0.098
adv-voting-all,0.637,0.708,0.454,0.414,0.556,0.704,0.472
adv-voting-group-0,0.586,0.674,0.523,0.534,0.615,0.554,0.462
adv-voting-group-1,0.680,0.728,0.394,0.310,0.487,0.805,0.538
adv-voting-delta,-0.094,-0.053,0.129,0.224,0.128,-0.251,0.251
adv-voting-fair_resample-all,0.658,0.709,0.454,0.403,0.567,0.733,0.393
adv-voting-fair_resample-group-0,0.609,0.655,0.523,0.466,0.571,0.651,0.462
adv-voting-fair_resample-group-1,0.700,0.737,0.394,0.350,0.562,0.789,0.538
adv-voting-fair_resample-delta,-0.090,-0.082,0.129,0.116,0.009,-0.138,0.138
