method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.808,0.830,0.241,0.151,0.414,0.933,0.000
original-group-0,0.768,0.815,0.307,0.219,0.478,0.896,0.667
original-group-1,0.888,0.776,0.109,0.014,0.048,0.990,0.333
original-delta,-0.119,0.038,0.198,0.205,0.430,-0.094,0.430
original-fair_resample-all,0.786,0.783,0.241,0.154,0.375,0.917,0.000
original-fair_resample-group-0,0.751,0.787,0.307,0.180,0.388,0.912,0.667
original-fair_resample-group-1,0.856,0.738,0.109,0.101,0.305,0.924,0.333
original-fair_resample-delta,-0.105,0.050,0.198,0.079,0.083,-0.012,0.083
adv-clean-all,0.807,0.829,0.241,0.154,0.421,0.930,0.000
adv-clean-group-0,0.767,0.813,0.307,0.223,0.483,0.892,0.667
adv-clean-group-1,0.889,0.776,0.109,0.018,0.071,0.989,0.333
adv-clean-delta,-0.122,0.038,0.198,0.205,0.412,-0.097,0.412
adv-clean-fair_resample-all,0.787,0.794,0.241,0.142,0.352,0.925,0.000
adv-clean-fair_resample-group-0,0.754,0.800,0.307,0.156,0.353,0.932,0.667
adv-clean-fair_resample-group-1,0.851,0.760,0.109,0.114,0.342,0.913,0.333
adv-clean-fair_resample-delta,-0.097,0.040,0.198,0.041,0.012,0.018,0.018
adv-all-all,0.797,0.817,0.241,0.138,0.366,0.934,0.000
adv-all-group-0,0.761,0.816,0.307,0.172,0.390,0.925,0.667
adv-all-group-1,0.870,0.764,0.109,0.072,0.232,0.948,0.333
adv-all-delta,-0.109,0.052,0.198,0.100,0.159,-0.023,0.159
adv-all-fair_resample-all,0.789,0.797,0.241,0.158,0.390,0.915,0.000
adv-all-fair_resample-group-0,0.756,0.800,0.307,0.185,0.405,0.912,0.667
adv-all-fair_resample-group-1,0.854,0.746,0.109,0.104,0.305,0.921,0.333
adv-all-fair_resample-delta,-0.097,0.053,0.198,0.082,0.100,-0.009,0.100
adv-konstantinov-all,0.797,0.817,0.241,0.138,0.366,0.934,0.400
adv-konstantinov-group-0,0.761,0.816,0.307,0.172,0.390,0.925,0.667
adv-konstantinov-group-1,0.870,0.764,0.109,0.072,0.232,0.948,0.333
adv-konstantinov-delta,-0.109,0.052,0.198,0.100,0.159,-0.023,0.159
adv-konstantinov-fair_resample-all,0.781,0.792,0.241,0.146,0.348,0.918,0.000
adv-konstantinov-fair_resample-group-0,0.751,0.795,0.307,0.163,0.361,0.924,0.667
adv-konstantinov-fair_resample-group-1,0.839,0.743,0.109,0.112,0.277,0.908,0.333
adv-konstantinov-fair_resample-delta,-0.088,0.052,0.198,0.051,0.084,0.016,0.084
adv-selected-all,0.807,0.829,0.241,0.154,0.421,0.930,0.000
adv-selected-group-0,0.767,0.813,0.307,0.223,0.483,0.892,0.667
adv-selected-group-1,0.889,0.776,0.109,0.018,0.071,0.989,0.333
adv-selected-delta,-0.122,0.038,0.198,0.205,0.412,-0.097,0.412
adv-selected-fair_resample-all,0.783,0.778,0.241,0.152,0.366,0.916,0.000
adv-selected-fair_resample-group-0,0.747,0.780,0.307,0.177,0.375,0.911,0.667
adv-selected-fair_resample-group-1,0.857,0.728,0.109,0.102,0.314,0.923,0.333
adv-selected-fair_resample-delta,-0.110,0.053,0.198,0.074,0.061,-0.012,0.061
adv-voting-all,0.801,0.824,0.241,0.122,0.340,0.948,0.102
adv-voting-group-0,0.760,0.813,0.307,0.166,0.379,0.928,0.667
adv-voting-group-1,0.884,0.774,0.109,0.033,0.119,0.978,0.333
adv-voting-delta,-0.125,0.038,0.198,0.134,0.261,-0.050,0.261
adv-voting-fair_resample-all,0.791,0.796,0.241,0.128,0.332,0.936,0.343
adv-voting-fair_resample-group-0,0.755,0.796,0.307,0.150,0.345,0.936,0.667
adv-voting-fair_resample-group-1,0.863,0.756,0.109,0.084,0.257,0.937,0.333
adv-voting-fair_resample-delta,-0.109,0.041,0.198,0.067,0.088,-0.001,0.088
