method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.812,0.838,0.236,0.161,0.444,0.926,0.000
original-group-0,0.775,0.820,0.299,0.229,0.507,0.889,0.664
original-group-1,0.886,0.809,0.111,0.026,0.105,0.984,0.336
original-delta,-0.111,0.012,0.189,0.203,0.402,-0.094,0.402
original-fair_resample-all,0.793,0.795,0.236,0.160,0.401,0.915,0.000
original-fair_resample-group-0,0.763,0.799,0.299,0.178,0.401,0.917,0.664
original-fair_resample-group-1,0.853,0.770,0.111,0.124,0.397,0.910,0.336
original-fair_resample-delta,-0.090,0.029,0.189,0.054,0.005,0.007,0.007
adv-clean-all,0.814,0.837,0.236,0.158,0.439,0.929,0.000
adv-clean-group-0,0.775,0.819,0.299,0.230,0.509,0.889,0.664
adv-clean-group-1,0.890,0.809,0.111,0.014,0.066,0.992,0.336
adv-clean-delta,-0.115,0.010,0.189,0.216,0.443,-0.104,0.443
adv-clean-fair_resample-all,0.790,0.793,0.236,0.165,0.404,0.909,0.000
adv-clean-fair_resample-group-0,0.757,0.792,0.299,0.187,0.405,0.907,0.664
adv-clean-fair_resample-group-1,0.856,0.785,0.111,0.121,0.399,0.913,0.336
adv-clean-fair_resample-delta,-0.100,0.007,0.189,0.065,0.006,-0.006,0.006
adv-all-all,0.771,0.768,0.236,0.141,0.313,0.913,0.000
adv-all-group-0,0.759,0.820,0.299,0.101,0.265,0.970,0.664
adv-all-group-1,0.796,0.799,0.111,0.220,0.570,0.824,0.336
adv-all-delta,-0.037,0.021,0.189,-0.119,-0.305,0.146,0.305
adv-all-fair_resample-all,0.789,0.792,0.236,0.173,0.418,0.903,0.000
adv-all-fair_resample-group-0,0.765,0.798,0.299,0.189,0.424,0.911,0.664
adv-all-fair_resample-group-1,0.835,0.763,0.111,0.141,0.388,0.890,0.336
adv-all-fair_resample-delta,-0.069,0.035,0.189,0.048,0.035,0.021,0.035
adv-konstantinov-all,0.771,0.768,0.236,0.141,0.313,0.913,0.400
adv-konstantinov-group-0,0.759,0.820,0.299,0.101,0.265,0.970,0.664
adv-konstantinov-group-1,0.796,0.799,0.111,0.220,0.570,0.824,0.336
adv-konstantinov-delta,-0.037,0.021,0.189,-0.119,-0.305,0.146,0.305
adv-konstantinov-fair_resample-all,0.792,0.803,0.236,0.165,0.409,0.910,0.000
adv-konstantinov-fair_resample-group-0,0.766,0.805,0.299,0.182,0.414,0.916,0.664
adv-konstantinov-fair_resample-group-1,0.844,0.788,0.111,0.131,0.386,0.901,0.336
adv-konstantinov-fair_resample-delta,-0.078,0.017,0.189,0.051,0.028,0.016,0.028
adv-selected-all,0.814,0.837,0.236,0.158,0.439,0.929,0.000
adv-selected-group-0,0.775,0.819,0.299,0.230,0.509,0.889,0.664
adv-selected-group-1,0.890,0.809,0.111,0.014,0.066,0.992,0.336
adv-selected-delta,-0.115,0.010,0.189,0.216,0.443,-0.104,0.443
adv-selected-fair_resample-all,0.783,0.787,0.236,0.168,0.395,0.902,0.000
adv-selected-fair_resample-group-0,0.754,0.788,0.299,0.184,0.397,0.907,0.664
adv-selected-fair_resample-group-1,0.840,0.767,0.111,0.135,0.388,0.896,0.336
adv-selected-fair_resample-delta,-0.086,0.021,0.189,0.049,0.008,0.010,0.010
adv-voting-all,0.810,0.831,0.236,0.123,0.358,0.950,0.000
adv-voting-group-0,0.771,0.816,0.299,0.169,0.399,0.930,0.664
adv-voting-group-1,0.889,0.810,0.111,0.031,0.138,0.982,0.336
adv-voting-delta,-0.118,0.005,0.189,0.138,0.262,-0.053,0.262
adv-voting-fair_resample-all,0.750,0.708,0.236,0.141,0.271,0.898,0.059
adv-voting-fair_resample-group-0,0.744,0.761,0.299,0.084,0.212,0.971,0.664
adv-voting-fair_resample-group-1,0.763,0.774,0.111,0.256,0.584,0.785,0.336
adv-voting-fair_resample-delta,-0.019,-0.013,0.189,-0.172,-0.372,0.186,0.372
