method,acc,auc,data_pr,cls_pr,tpr,tnr,extra
original-all,0.812,0.838,0.236,0.161,0.444,0.926,0.000
original-group-0,0.775,0.820,0.299,0.229,0.507,0.889,0.664
original-group-1,0.886,0.809,0.111,0.026,0.105,0.984,0.336
original-delta,-0.111,0.012,0.189,0.203,0.402,-0.094,0.402
original-fair_resample-all,0.793,0.795,0.236,0.160,0.401,0.915,0.000
original-fair_resample-group-0,0.763,0.799,0.299,0.178,0.401,0.917,0.664
original-fair_resample-group-1,0.853,0.770,0.111,0.124,0.397,0.910,0.336
original-fair_resample-delta,-0.090,0.029,0.189,0.054,0.005,0.007,0.007
adv-clean-all,0.814,0.837,0.236,0.158,0.439,0.929,0.000
adv-clean-group-0,0.775,0.819,0.299,0.230,0.509,0.889,0.664
adv-clean-group-1,0.890,0.809,0.111,0.014,0.066,0.992,0.336
adv-clean-delta,-0.115,0.010,0.189,0.216,0.443,-0.104,0.443
adv-clean-fair_resample-all,0.790,0.793,0.236,0.165,0.404,0.909,0.000
adv-clean-fair_resample-group-0,0.757,0.792,0.299,0.187,0.405,0.907,0.664
adv-clean-fair_resample-group-1,0.856,0.785,0.111,0.121,0.399,0.913,0.336
adv-clean-fair_resample-delta,-0.100,0.007,0.189,0.065,0.006,-0.006,0.006
adv-all-all,0.812,0.838,0.236,0.161,0.444,0.926,0.000
adv-all-group-0,0.775,0.820,0.299,0.229,0.507,0.889,0.664
adv-all-group-1,0.886,0.809,0.111,0.026,0.105,0.984,0.336
adv-all-delta,-0.111,0.012,0.189,0.203,0.402,-0.094,0.402
adv-all-fair_resample-all,0.796,0.801,0.236,0.160,0.406,0.917,0.000
adv-all-fair_resample-group-0,0.766,0.803,0.299,0.183,0.414,0.916,0.664
adv-all-fair_resample-group-1,0.857,0.781,0.111,0.114,0.366,0.918,0.336
adv-all-fair_resample-delta,-0.091,0.022,0.189,0.069,0.047,-0.002,0.047
adv-konstantinov-all,0.812,0.838,0.236,0.161,0.444,0.926,0.400
adv-konstantinov-group-0,0.775,0.820,0.299,0.229,0.507,0.889,0.664
adv-konstantinov-group-1,0.886,0.809,0.111,0.026,0.105,0.984,0.336
adv-konstantinov-delta,-0.111,0.012,0.189,0.203,0.402,-0.094,0.402
adv-konstantinov-fair_resample-all,0.792,0.795,0.236,0.166,0.412,0.909,0.000
adv-konstantinov-fair_resample-group-0,0.760,0.797,0.299,0.192,0.420,0.905,0.664
adv-konstantinov-fair_resample-group-1,0.855,0.776,0.111,0.115,0.366,0.916,0.336
adv-konstantinov-fair_resample-delta,-0.095,0.021,0.189,0.077,0.054,-0.011,0.054
adv-selected-all,0.812,0.837,0.236,0.157,0.434,0.929,0.333
adv-selected-group-0,0.774,0.819,0.299,0.224,0.496,0.892,0.664
adv-selected-group-1,0.888,0.812,0.111,0.023,0.102,0.986,0.336
adv-selected-delta,-0.115,0.007,0.189,0.200,0.394,-0.094,0.394
adv-selected-fair_resample-all,0.793,0.798,0.236,0.150,0.379,0.920,0.000
adv-selected-fair_resample-group-0,0.760,0.798,0.299,0.173,0.389,0.919,0.664
adv-selected-fair_resample-group-1,0.857,0.790,0.111,0.106,0.331,0.922,0.336
adv-selected-fair_resample-delta,-0.096,0.008,0.189,0.067,0.058,-0.003,0.058
adv-voting-all,0.813,0.837,0.236,0.155,0.433,0.931,0.403
adv-voting-group-0,0.775,0.819,0.299,0.224,0.498,0.894,0.664
adv-voting-group-1,0.888,0.812,0.111,0.019,0.083,0.989,0.336
adv-voting-delta,-0.113,0.007,0.189,0.204,0.416,-0.095,0.416
adv-voting-fair_resample-all,0.799,0.803,0.236,0.136,0.363,0.934,0.377
adv-voting-fair_resample-group-0,0.760,0.799,0.299,0.161,0.367,0.927,0.664
adv-voting-fair_resample-group-1,0.878,0.779,0.111,0.086,0.339,0.945,0.336
adv-voting-fair_resample-delta,-0.119,0.020,0.189,0.075,0.028,-0.018,0.028
